Fe+16        26        17      10180000.(2P)
  10   2 4.55+09 1.60+00 1.61+00 1.62+00 1.66+00 1.75+00 1.96+00 2.21+00 2.50+00 4.99-01
  11   2 0.00+00 1.83-02 1.74-02 1.28-02 9.19-03 6.19-03 3.33-03 1.96-03 1.11-03 0.00+00
  12   2 1.30+07 1.67-02 1.43-02 1.05-02 7.81-03 5.62-03 3.80-03 3.15-03 2.92-03 4.91-04
  13   2 8.88+08 9.46-02 9.32-02 8.99-02 8.94-02 9.21-02 1.02-01 1.14-01 1.29-01 2.75-02
  14   2 1.13+08 3.89-02 3.67-02 3.07-02 2.67-02 2.42-02 2.35-02 2.48-02 2.73-02 5.70-03
  15   2 0.00+00 1.53-02 1.02-02 6.59-03 4.97-03 3.58-03 2.04-03 1.24-03 7.15-04 0.00+00
  16   2 0.00+00 3.07-02 3.04-02 3.16-02 3.26-02 3.27-02 3.24-02 3.27-02 3.35-02 0.00+00
  17   2 0.00+00 8.42-02 8.43-02 8.84-02 9.13-02 9.17-02 9.11-02 9.19-02 9.39-02 0.00+00
  18   2 0.00+00 1.08-01 1.10-01 1.17-01 1.21-01 1.21-01 1.18-01 1.18-01 1.19-01 0.00+00
  19   2 0.00+00 2.51-01 2.59-01 2.77-01 2.87-01 2.87-01 2.84-01 2.87-01 2.94-01 0.00+00
  20   2 0.00+00 1.03-01 1.09-01 1.20-01 1.24-01 1.21-01 1.12-01 1.08-01 1.07-01 0.00+00
  21   2 0.00+00 4.75-02 5.11-02 5.88-02 6.12-02 5.78-02 5.01-02 4.58-02 4.33-02 0.00+00
  22   2 0.00+00 1.11-01 1.18-01 1.32-01 1.37-01 1.35-01 1.28-01 1.25-01 1.25-01 0.00+00
  23   2 0.00+00 1.38-02 1.69-02 2.19-02 2.26-02 1.97-02 1.41-02 1.08-02 8.58-03 0.00+00
  24   2 0.00+00 1.76-03 2.20-03 2.70-03 2.66-03 2.21-03 1.48-03 1.09-03 8.62-04 0.00+00
  25   2 0.00+00 6.31-03 6.93-03 7.79-03 7.96-03 7.55-03 6.83-03 6.52-03 6.44-03 0.00+00
  26   2 0.00+00 3.46-03 4.24-03 5.04-03 5.06-03 4.57-03 3.80-03 3.46-03 3.30-03 0.00+00
  27   2 0.00+00 6.27-03 6.76-03 7.75-03 7.36-03 5.86-03 3.56-03 2.28-03 1.45-03 0.00+00
  28   2 9.65+10 3.88-01 3.90-01 3.92-01 3.98-01 4.14-01 4.55-01 5.06-01 5.74-01 1.41-01
  29   2 0.00+00 9.46-03 7.84-03 5.98-03 4.97-03 4.19-03 3.30-03 2.63-03 1.98-03 0.00+00
  30   2 0.00+00 3.30-03 2.75-03 2.06-03 1.63-03 1.26-03 8.69-04 6.43-04 4.69-04 0.00+00
  31   2 0.00+00 1.09-02 8.59-03 5.90-03 4.37-03 3.18-03 2.06-03 1.46-03 1.04-03 0.00+00
  32   2 0.00+00 1.95-02 1.51-02 1.08-02 8.26-03 6.12-03 4.11-03 3.09-03 2.38-03 0.00+00
  33   2 0.00+00 4.41-03 3.71-03 2.67-03 1.95-03 1.31-03 7.16-04 4.41-04 2.70-04 0.00+00
  34   2 2.37+06 1.42-03 1.73-03 1.88-03 1.56-03 1.12-03 6.89-04 5.01-04 3.95-04 8.99-07
  35   2 1.63+07 2.61-03 3.23-03 3.43-03 2.77-03 1.93-03 1.13-03 7.77-04 5.79-04 1.03-05
  36   2 4.15+07 5.51-03 6.76-03 6.55-03 4.98-03 3.29-03 1.76-03 1.12-03 7.64-04 3.65-05
  37   2 1.67+05 1.80-03 2.44-03 2.71-03 2.14-03 1.39-03 6.77-04 3.70-04 1.97-04 9.80-08
  38   2 0.00+00 3.23-01 2.98-01 2.66-01 2.49-01 2.42-01 2.42-01 2.47-01 2.54-01 0.00+00
  39   2 0.00+00 5.13-02 3.87-02 2.30-02 1.44-02 8.70-03 4.33-03 2.50-03 1.41-03 0.00+00
  40   2 2.39+11 4.05-02 3.26-02 2.33-02 1.90-02 1.78-02 2.22-02 3.10-02 4.51-02 4.87-02
  41   2 0.00+00 1.00-03 7.54-04 4.39-04 2.71-04 1.61-04 8.04-05 4.97-05 3.31-05 0.00+00
  42   2 0.00+00 3.47-03 2.72-03 1.62-03 9.96-04 5.87-04 2.84-04 1.66-04 1.00-04 0.00+00
  43   2 1.17+11 4.78-02 3.89-02 2.71-02 2.10-02 1.80-02 1.96-02 2.59-02 3.67-02 3.92-02
  44   2 2.45+11 8.67-02 7.17-02 5.22-02 4.30-02 4.05-02 5.06-02 7.10-02 1.04-01 1.14-01
  45   2 3.48+09 2.23-02 1.79-02 1.16-02 7.77-03 5.02-03 2.80-03 1.90-03 1.48-03 6.94-04
  46   2 1.19+11 4.97-02 4.05-02 2.80-02 2.14-02 1.80-02 1.94-02 2.55-02 3.62-02 3.93-02
  47   2 0.00+00 6.13-03 4.90-03 3.16-03 2.12-03 1.36-03 7.17-04 4.24-04 2.43-04 0.00+00
  48   2 7.37+07 2.27-03 1.40-03 7.37-04 4.42-04 2.53-04 1.16-04 6.60-05 4.22-05 1.29-05
  49   2 9.60+08 1.87-03 1.17-03 6.53-04 4.12-04 2.55-04 1.52-04 1.35-04 1.56-04 1.66-04
  50   2 2.65+07 2.63-03 1.61-03 8.50-04 5.12-04 2.97-04 1.41-04 8.38-05 5.49-05 7.63-06
  51   2 0.00+00 8.31-03 7.04-03 6.11-03 5.69-03 5.60-03 6.14-03 6.97-03 7.94-03 0.00+00
  52   2 0.00+00 2.26-02 1.95-02 1.74-02 1.64-02 1.62-02 1.77-02 2.01-02 2.29-02 0.00+00
  53   2 0.00+00 6.27-02 5.62-02 5.12-02 4.85-02 4.80-02 5.28-02 6.01-02 6.86-02 0.00+00
  54   2 0.00+00 3.04-02 2.69-02 2.41-02 2.25-02 2.19-02 2.35-02 2.64-02 2.99-02 0.00+00
  55   2 0.00+00 3.12-02 2.78-02 2.50-02 2.28-02 2.10-02 2.09-02 2.25-02 2.49-02 0.00+00
  56   2 0.00+00 7.19-04 5.35-04 3.70-04 2.63-04 1.75-04 9.37-05 5.57-05 3.20-05 0.00+00
  57   2 0.00+00 1.75-02 1.52-02 1.30-02 1.11-02 9.35-03 8.14-03 8.03-03 8.35-03 0.00+00
  58   2 0.00+00 3.45-02 3.11-02 2.78-02 2.51-02 2.31-02 2.32-02 2.51-02 2.79-02 0.00+00
  59   2 0.00+00 7.22-03 6.76-03 5.80-03 4.58-03 3.33-03 2.06-03 1.42-03 1.02-03 0.00+00
  60   2 1.16+07 1.55-02 1.64-02 1.72-02 1.71-02 1.69-02 1.72-02 1.77-02 1.81-02 1.80-06
  61   2 0.00+00 2.58-02 2.81-02 2.87-02 2.63-02 2.28-02 1.86-02 1.64-02 1.49-02 0.00+00
  62   2 0.00+00 5.84-02 6.21-02 6.47-02 6.39-02 6.29-02 6.34-02 6.49-02 6.64-02 0.00+00
  63   2 7.93+07 2.12-02 2.26-02 2.34-02 2.28-02 2.20-02 2.14-02 2.14-02 2.15-02 2.04-05
  64   2 1.83+08 3.25-02 3.45-02 3.60-02 3.55-02 3.47-02 3.46-02 3.51-02 3.57-02 6.59-05
  65   2 3.31+06 1.53-02 1.65-02 1.68-02 1.55-02 1.38-02 1.19-02 1.09-02 1.03-02 8.48-07
  66   2 1.12+07 1.77-02 1.93-02 1.97-02 1.78-02 1.50-02 1.16-02 9.72-03 8.39-03 4.02-06
  67   2 0.00+00 4.03-02 4.29-02 4.43-02 4.32-02 4.17-02 4.11-02 4.14-02 4.19-02 0.00+00
  68   2 0.00+00 1.65-04 2.37-04 2.60-04 2.00-04 1.29-04 6.31-05 3.61-05 2.14-05 0.00+00
  69   2 0.00+00 2.63-04 3.50-04 3.78-04 3.07-04 2.25-04 1.57-04 1.37-04 1.33-04 0.00+00
  70   2 0.00+00 2.40-04 3.38-04 3.62-04 2.81-04 1.89-04 1.09-04 7.92-05 6.61-05 0.00+00
  71   2 0.00+00 4.74-04 5.11-04 4.78-04 3.74-04 2.59-04 1.47-04 9.46-05 6.27-05 0.00+00
  72   2 4.13+05 1.86-04 2.49-04 2.44-04 1.82-04 1.17-04 5.92-05 3.53-05 2.21-05 1.30-07
  73   2 0.00+00 2.52-04 3.49-04 3.47-04 2.61-04 1.71-04 9.14-05 5.90-05 4.11-05 0.00+00
  74   2 1.61+08 2.45-04 3.29-04 3.28-04 2.53-04 1.76-04 1.12-04 9.37-05 9.32-05 5.06-05
  75   2 1.59+07 1.83-04 2.44-04 2.30-04 1.69-04 1.09-04 5.76-05 3.74-05 2.70-05 3.59-06
  76   2 0.00+00 6.01-02 5.36-02 4.72-02 4.48-02 4.41-02 4.48-02 4.60-02 4.72-02 0.00+00
  77   2 0.00+00 1.03-02 7.00-03 3.84-03 2.44-03 1.58-03 8.98-04 5.67-04 3.45-04 0.00+00
  78   2 1.35+11 8.84-03 6.68-03 4.83-03 4.25-03 4.29-03 5.44-03 7.36-03 1.03-02 1.04-02
  79   2 6.42+10 1.23-02 9.23-03 6.22-03 4.98-03 4.50-03 4.96-03 6.25-03 8.45-03 8.18-03
  80   2 1.36+11 2.27-02 1.71-02 1.20-02 1.02-02 1.01-02 1.26-02 1.70-02 2.39-02 2.42-02
  81   2 2.27+09 5.32-03 3.85-03 2.36-03 1.66-03 1.18-03 7.50-04 5.47-04 4.35-04 1.73-04
  82   2 6.96+10 1.77-02 1.22-02 7.45-03 5.65-03 4.90-03 5.28-03 6.64-03 8.99-03 8.81-03
  83   2 0.00+00 1.63-03 1.15-03 7.21-04 5.21-04 3.76-04 2.30-04 1.48-04 9.05-05 0.00+00
  84   2 0.00+00 3.54-04 2.07-04 9.96-05 6.02-05 4.02-05 2.93-05 2.70-05 2.70-05 0.00+00
  85   2 0.00+00 1.22-03 7.65-04 3.74-04 2.19-04 1.35-04 8.27-05 6.55-05 5.78-05 0.00+00
  86   2 0.00+00 1.68-03 1.52-03 1.43-03 1.44-03 1.50-03 1.69-03 1.89-03 2.11-03 0.00+00
  87   2 0.00+00 5.23-03 4.67-03 4.31-03 4.29-03 4.46-03 5.00-03 5.60-03 6.24-03 0.00+00
  88   2 0.00+00 1.62-02 1.43-02 1.32-02 1.30-02 1.35-02 1.51-02 1.70-02 1.89-02 0.00+00
  89   2 0.00+00 8.84-03 7.43-03 6.49-03 6.27-03 6.38-03 6.99-03 7.75-03 8.58-03 0.00+00
  90   2 0.00+00 8.79-03 7.36-03 6.32-03 5.95-03 5.84-03 6.07-03 6.49-03 7.02-03 0.00+00
  91   2 0.00+00 6.68-03 4.85-03 3.50-03 2.95-03 2.59-03 2.33-03 2.25-03 2.27-03 0.00+00
  92   2 0.00+00 9.02-03 7.69-03 6.76-03 6.48-03 6.46-03 6.84-03 7.40-03 8.06-03 0.00+00
  93   2 0.00+00 2.36-03 1.81-03 1.38-03 1.13-03 9.11-04 6.29-04 4.45-04 3.08-04 0.00+00
  94   2 8.19+06 3.40-03 3.20-03 3.07-03 3.03-03 3.01-03 3.01-03 3.06-03 3.12-03 5.69-07
  95   2 6.62+07 5.61-03 5.09-03 4.73-03 4.56-03 4.41-03 4.26-03 4.21-03 4.20-03 7.66-06
  96   2 0.00+00 1.36-02 1.24-02 1.16-02 1.14-02 1.12-02 1.12-02 1.14-02 1.16-02 0.00+00
  97   2 0.00+00 7.97-03 7.06-03 6.28-03 5.72-03 5.09-03 4.18-03 3.57-03 3.12-03 0.00+00
  98   2 1.50+08 6.50-03 6.41-03 6.30-03 6.18-03 6.03-03 5.84-03 5.77-03 5.76-03 2.42-05
  99   2 7.92+05 3.56-03 3.49-03 3.31-03 3.08-03 2.77-03 2.27-03 1.93-03 1.68-03 9.13-08
 100   2 2.00+06 5.00-03 4.88-03 4.64-03 4.33-03 3.91-03 3.26-03 2.81-03 2.47-03 3.23-07
 101   2 0.00+00 2.58-03 2.56-03 2.53-03 2.50-03 2.48-03 2.52-03 2.62-03 2.75-03 0.00+00
 102   2 0.00+00 8.29-03 8.22-03 8.11-03 7.97-03 7.79-03 7.56-03 7.47-03 7.46-03 0.00+00
 103   2 0.00+00 2.85-03 2.79-03 2.65-03 2.48-03 2.26-03 1.99-03 1.86-03 1.79-03 0.00+00
 104   2 0.00+00 4.01-03 3.90-03 3.63-03 3.30-03 2.87-03 2.27-03 1.91-03 1.67-03 0.00+00
 105   2 0.00+00 6.62-03 6.58-03 6.50-03 6.43-03 6.38-03 6.48-03 6.69-03 6.97-03 0.00+00
 106   2 0.00+00 3.02-03 2.98-03 2.87-03 2.74-03 2.59-03 2.42-03 2.37-03 2.38-03 0.00+00
 107   2 0.00+00 4.05-03 4.00-03 3.88-03 3.74-03 3.58-03 3.44-03 3.43-03 3.50-03 0.00+00
 108   2 0.00+00 3.39-03 3.31-03 3.12-03 2.88-03 2.57-03 2.16-03 1.94-03 1.80-03 0.00+00
 109   2 0.00+00 5.11-03 5.06-03 4.94-03 4.81-03 4.67-03 4.57-03 4.61-03 4.72-03 0.00+00
 110   2 4.07+07 6.61-05 5.95-05 5.30-05 5.00-05 4.84-05 4.78-05 4.85-05 4.99-05 2.81-06
 111   2 2.07+08 5.02-05 3.83-05 2.81-05 2.39-05 2.16-05 2.11-05 2.26-05 2.58-05 1.42-05
 112   2 8.69+05 4.16-05 3.32-05 2.53-05 2.17-05 1.94-05 1.75-05 1.68-05 1.66-05 9.93-08
 113   2 0.00+00 2.88-05 2.51-05 2.07-05 1.74-05 1.39-05 9.13-06 6.05-06 3.76-06 0.00+00
 114   2 4.70+08 4.27-04 3.99-04 3.65-04 3.43-04 3.21-04 2.84-04 2.50-04 2.18-04 3.05-05
 115   2 0.00+00 4.64-06 3.79-06 3.05-06 2.61-06 2.20-06 1.67-06 1.32-06 1.07-06 0.00+00
 116   2 0.00+00 1.51-05 1.37-05 1.26-05 1.21-05 1.19-05 1.22-05 1.30-05 1.39-05 0.00+00
 117   2 0.00+00 7.74-06 6.68-06 5.81-06 5.38-06 5.05-06 4.75-06 4.67-06 4.69-06 0.00+00
 118   2 0.00+00 3.41-05 3.28-05 2.96-05 2.62-05 2.20-05 1.58-05 1.15-05 8.32-06 0.00+00
 119   2 0.00+00 3.69-05 2.98-05 2.21-05 1.78-05 1.42-05 1.00-05 7.08-06 4.69-06 0.00+00
 120   2 1.42+06 3.80-06 3.57-06 3.25-06 2.94-06 2.55-06 1.97-06 1.58-06 1.28-06 2.07-07
 121   2 1.11+08 8.90-06 8.73-06 8.56-06 8.52-06 8.66-06 9.54-06 1.13-05 1.45-05 1.62-05
 122   2 0.00+00 6.40-06 6.16-06 5.64-06 5.12-06 4.51-06 3.60-06 2.95-06 2.44-06 0.00+00
 123   2 1.11+07 4.58-06 4.40-06 4.11-06 3.81-06 3.45-06 2.97-06 2.71-06 2.64-06 1.16-06
 124   2 0.00+00 2.16-06 2.08-06 1.90-06 1.72-06 1.52-06 1.28-06 1.14-06 1.05-06 0.00+00
 125   2 0.00+00 4.39-06 4.34-06 4.23-06 4.22-06 4.35-06 4.84-06 5.44-06 6.11-06 0.00+00
 126   2 0.00+00 1.14-06 1.09-06 9.83-07 8.69-07 7.35-07 5.60-07 4.53-07 3.77-07 0.00+00
 127   2 0.00+00 2.01-06 1.92-06 1.73-06 1.51-06 1.25-06 8.79-07 6.33-07 4.45-07 0.00+00
 128   2 0.00+00 2.63-05 2.16-05 1.56-05 1.27-05 1.11-05 1.01-05 9.72-06 9.40-06 0.00+00
 129   2 0.00+00 6.43-05 5.30-05 3.86-05 3.15-05 2.73-05 2.43-05 2.28-05 2.15-05 0.00+00
 130   2 0.00+00 1.01-04 8.62-05 6.58-05 5.57-05 4.99-05 4.61-05 4.43-05 4.26-05 0.00+00
 131   2 0.00+00 3.48-05 2.86-05 2.00-05 1.52-05 1.17-05 8.45-06 6.56-06 5.14-06 0.00+00
 132   2 1.38+06 4.56-05 4.03-05 3.51-05 3.20-05 2.91-05 2.51-05 2.22-05 1.96-05 7.16-08
 133   2 1.30+07 6.52-05 5.64-05 4.78-05 4.30-05 3.87-05 3.33-05 2.98-05 2.69-05 1.12-06
 134   2 5.62+07 8.10-05 6.69-05 5.39-05 4.73-05 4.25-05 3.82-05 3.66-05 3.65-05 6.80-06
 135   2 8.03+04 2.68-05 2.19-05 1.71-05 1.41-05 1.12-05 7.38-06 4.93-06 3.08-06 6.85-09
 136   2 0.00+00 6.18-05 6.11-05 5.93-05 5.70-05 5.35-05 4.69-05 4.10-05 3.52-05 0.00+00
 137   2 0.00+00 8.91-05 8.84-05 8.69-05 8.49-05 8.22-05 7.77-05 7.40-05 7.07-05 0.00+00
 138   2 0.00+00 1.41-04 1.42-04 1.42-04 1.44-04 1.47-04 1.55-04 1.65-04 1.75-04 0.00+00
 139   2 0.00+00 4.49-05 4.36-05 4.01-05 3.58-05 2.99-05 2.10-05 1.47-05 9.90-06 0.00+00
   4   3 0.00+00 3.94-02 3.95-02 3.41-02 2.76-02 2.08-02 1.35-02 9.38-03 6.31-03 0.00+00
   5   3 0.00+00 3.17-01 2.98-01 2.23-01 1.55-01 1.01-01 5.49-02 3.58-02 2.49-02 0.00+00
   6   3 1.15+08 1.75-01 1.48-01 1.18-01 1.02-01 9.32-02 9.18-02 9.69-02 1.06-01 1.89-02
   7   3 2.55+09 1.68+00 1.66+00 1.66+00 1.70+00 1.80+00 2.03+00 2.28+00 2.58+00 4.87-01
   8   3 0.00+00 1.67-01 1.34-01 9.42-02 6.68-02 4.47-02 2.39-02 1.41-02 7.97-03 0.00+00
   9   3 5.74+09 1.62+00 1.62+00 1.65+00 1.71+00 1.82+00 2.07+00 2.33+00 2.64+00 5.13-01
  10   3 3.29+09 1.34+00 1.34+00 1.36+00 1.40+00 1.48+00 1.67+00 1.88+00 2.13+00 4.21-01
  11   3 7.95+09 4.03-01 4.01-01 4.04-01 4.15-01 4.40-01 4.98-01 5.62-01 6.39-01 1.32-01
  12   3 4.25+07 3.16-02 2.49-02 1.78-02 1.37-02 1.09-02 9.24-03 9.06-03 9.52-03 1.83-03
  13   3 5.39+06 1.51-02 1.43-02 1.04-02 7.38-03 4.95-03 2.89-03 2.04-03 1.60-03 1.88-04
  14   3 8.53+07 3.91-02 3.53-02 2.83-02 2.39-02 2.13-02 2.03-02 2.12-02 2.32-02 4.82-03
  15   3 1.38+10 1.76-01 1.74-01 1.75-01 1.80-01 1.91-01 2.17-01 2.46-01 2.83-01 6.87-02
  16   3 0.00+00 3.88-03 3.53-03 3.78-03 3.79-03 3.21-03 2.04-03 1.29-03 7.68-04 0.00+00
  17   3 0.00+00 1.44-02 1.37-02 1.48-02 1.51-02 1.35-02 1.01-02 8.03-03 6.64-03 0.00+00
  18   3 0.00+00 4.45-02 4.48-02 4.85-02 5.01-02 4.87-02 4.51-02 4.34-02 4.29-02 0.00+00
  19   3 0.00+00 2.55-02 2.72-02 3.43-02 3.58-02 3.04-02 1.92-02 1.20-02 7.10-03 0.00+00
  20   3 0.00+00 1.11-01 1.13-01 1.20-01 1.25-01 1.25-01 1.23-01 1.24-01 1.26-01 0.00+00
  21   3 0.00+00 1.01-01 1.03-01 1.09-01 1.12-01 1.13-01 1.13-01 1.15-01 1.18-01 0.00+00
  22   3 0.00+00 8.99-02 9.47-02 1.03-01 1.06-01 1.05-01 1.02-01 1.02-01 1.03-01 0.00+00
  23   3 0.00+00 6.75-02 6.91-02 7.30-02 7.54-02 7.65-02 7.80-02 8.04-02 8.34-02 0.00+00
  24   3 0.00+00 1.87-03 2.10-03 2.52-03 2.54-03 2.13-03 1.41-03 1.00-03 7.43-04 0.00+00
  25   3 0.00+00 1.94-03 2.31-03 2.90-03 2.91-03 2.39-03 1.46-03 9.24-04 5.73-04 0.00+00
  26   3 0.00+00 2.43-03 3.11-03 3.99-03 4.04-03 3.46-03 2.49-03 1.97-03 1.66-03 0.00+00
  27   3 0.00+00 1.83-02 1.89-02 1.91-02 1.84-02 1.72-02 1.60-02 1.58-02 1.59-02 0.00+00
  28   3 2.55+10 1.17-01 1.16-01 1.15-01 1.15-01 1.19-01 1.29-01 1.43-01 1.61-01 3.89-02
  29   3 6.76+10 9.92-02 9.85-02 9.77-02 9.86-02 1.02-01 1.10-01 1.22-01 1.37-01 2.98-02
  30   3 0.00+00 9.75-04 7.97-04 5.56-04 3.97-04 2.59-04 1.33-04 7.69-05 4.37-05 0.00+00
  31   3 0.00+00 5.32-03 4.30-03 3.14-03 2.38-03 1.73-03 1.13-03 8.36-04 6.44-04 0.00+00
  32   3 0.00+00 8.25-03 6.42-03 4.45-03 3.27-03 2.30-03 1.39-03 9.38-04 6.34-04 0.00+00
  33   3 0.00+00 5.87-03 5.25-03 4.18-03 3.41-03 2.70-03 1.93-03 1.47-03 1.10-03 0.00+00
  34   3 9.68+06 6.05-04 8.11-04 9.55-04 7.87-04 5.35-04 2.80-04 1.66-04 1.00-04 3.78-06
  35   3 1.69+07 1.46-03 1.87-03 2.02-03 1.61-03 1.08-03 5.72-04 3.55-04 2.34-04 1.09-05
  36   3 0.00+00 1.62-03 2.15-03 2.46-03 2.01-03 1.37-03 7.46-04 4.73-04 3.19-04 0.00+00
  37   3 4.50+08 2.23-03 2.76-03 2.78-03 2.22-03 1.59-03 1.05-03 8.63-04 8.13-04 2.71-04
  38   3 0.00+00 4.85-02 3.70-02 2.21-02 1.39-02 8.41-03 4.21-03 2.44-03 1.39-03 0.00+00
  39   3 0.00+00 1.81-01 1.68-01 1.53-01 1.46-01 1.43-01 1.45-01 1.49-01 1.53-01 0.00+00
  40   3 3.06+09 1.60-02 1.23-02 7.68-03 5.11-03 3.32-03 1.90-03 1.37-03 1.16-03 6.38-04
  41   3 0.00+00 6.98-04 5.48-04 3.41-04 2.21-04 1.37-04 6.97-05 4.10-05 2.35-05 0.00+00
  42   3 0.00+00 3.80-03 3.20-03 2.31-03 1.79-03 1.45-03 1.21-03 1.15-03 1.12-03 0.00+00
  43   3 1.37+11 3.98-02 3.25-02 2.31-02 1.87-02 1.74-02 2.15-02 3.00-02 4.37-02 4.73-02
  44   3 0.00+00 2.83-02 2.31-02 1.52-02 1.03-02 6.61-03 3.47-03 2.05-03 1.18-03 0.00+00
  45   3 2.37+11 2.67-02 2.25-02 1.70-02 1.48-02 1.50-02 2.04-02 2.96-02 4.39-02 4.82-02
  46   3 1.08+11 3.15-02 2.61-02 1.88-02 1.52-02 1.39-02 1.67-02 2.29-02 3.32-02 3.64-02
  47   3 2.00+11 8.19-03 6.70-03 4.90-03 4.11-03 4.00-03 5.25-03 7.56-03 1.12-02 1.29-02
  48   3 9.67+08 1.82-03 1.22-03 6.97-04 4.49-04 2.88-04 1.83-04 1.66-04 1.88-04 1.73-04
  49   3 2.79+08 1.44-03 9.84-04 5.86-04 3.83-04 2.43-04 1.39-04 1.03-04 9.26-05 4.93-05
  50   3 2.40+09 2.50-03 1.73-03 1.04-03 7.05-04 5.01-04 4.18-04 4.83-04 6.48-04 7.06-04
  51   3 0.00+00 2.31-03 1.70-03 1.20-03 8.94-04 6.26-04 3.60-04 2.23-04 1.32-04 0.00+00
  52   3 0.00+00 7.99-03 5.98-03 4.26-03 3.21-03 2.32-03 1.49-03 1.12-03 8.95-04 0.00+00
  53   3 0.00+00 1.63-02 1.33-02 1.04-02 7.98-03 5.64-03 3.25-03 2.01-03 1.18-03 0.00+00
  54   3 0.00+00 1.36-02 1.17-02 9.97-03 8.78-03 7.87-03 7.54-03 7.94-03 8.64-03 0.00+00
  55   3 0.00+00 2.92-02 2.57-02 2.32-02 2.18-02 2.13-02 2.31-02 2.60-02 2.96-02 0.00+00
  56   3 5.11+09 7.88-04 6.20-04 4.58-04 3.50-04 2.65-04 2.13-04 2.24-04 2.79-04 2.90-04
  57   3 0.00+00 2.44-02 2.19-02 2.04-02 1.97-02 1.99-02 2.23-02 2.56-02 2.94-02 0.00+00
  58   3 0.00+00 2.22-02 2.07-02 1.94-02 1.82-02 1.77-02 1.88-02 2.10-02 2.38-02 0.00+00
  59   3 0.00+00 1.27-02 1.24-02 1.24-02 1.25-02 1.29-02 1.47-02 1.71-02 1.97-02 0.00+00
  60   3 8.67+07 3.70-03 4.05-03 4.06-03 3.51-03 2.74-03 1.74-03 1.13-03 6.98-04 1.37-05
  61   3 0.00+00 3.31-02 3.50-02 3.68-02 3.71-02 3.73-02 3.87-02 4.02-02 4.16-02 0.00+00
  62   3 0.00+00 1.40-02 1.55-02 1.56-02 1.34-02 1.03-02 6.47-03 4.17-03 2.53-03 0.00+00
  63   3 2.45+07 1.11-02 1.20-02 1.24-02 1.19-02 1.11-02 1.04-02 1.01-02 9.95-03 6.43-06
  64   3 0.00+00 1.20-02 1.31-02 1.35-02 1.25-02 1.09-02 9.03-03 8.06-03 7.42-03 0.00+00
  65   3 7.16+08 1.73-02 1.84-02 1.91-02 1.91-02 1.90-02 1.95-02 2.02-02 2.09-02 1.87-04
  66   3 0.00+00 2.66-02 2.81-02 2.96-02 2.98-02 3.02-02 3.16-02 3.30-02 3.43-02 0.00+00
  67   3 0.00+00 1.76-02 1.92-02 1.99-02 1.86-02 1.67-02 1.46-02 1.37-02 1.31-02 0.00+00
  68   3 0.00+00 4.52-04 4.40-04 3.96-04 3.15-04 2.33-04 1.62-04 1.37-04 1.27-04 0.00+00
  69   3 0.00+00 4.58-04 4.62-04 4.22-04 3.33-04 2.41-04 1.59-04 1.26-04 1.11-04 0.00+00
  70   3 0.00+00 7.88-04 7.85-04 7.53-04 6.46-04 5.37-04 4.66-04 4.69-04 5.00-04 0.00+00
  71   3 0.00+00 5.20-04 5.41-04 4.99-04 3.97-04 2.90-04 1.92-04 1.53-04 1.33-04 0.00+00
  72   3 0.00+00 4.95-04 5.72-04 5.73-04 4.94-04 4.01-04 3.08-04 2.65-04 2.38-04 0.00+00
  73   3 0.00+00 9.18-04 1.04-03 1.08-03 1.00-03 9.13-04 8.52-04 8.42-04 8.44-04 0.00+00
  74   3 0.00+00 6.14-04 7.02-04 6.86-04 5.84-04 4.72-04 3.65-04 3.17-04 2.89-04 0.00+00
  75   3 5.22+08 6.67-04 7.59-04 7.72-04 7.04-04 6.35-04 5.96-04 6.07-04 6.41-04 1.20-04
  76   3 0.00+00 1.14-02 7.71-03 4.19-03 2.62-03 1.68-03 9.34-04 5.85-04 3.54-04 0.00+00
  77   3 0.00+00 3.18-02 2.92-02 2.69-02 2.62-02 2.62-02 2.70-02 2.80-02 2.88-02 0.00+00
  78   3 2.14+09 4.68-03 3.22-03 1.84-03 1.22-03 8.29-04 5.14-04 3.79-04 3.15-04 1.67-04
  79   3 7.84+10 9.14-03 6.86-03 4.87-03 4.21-03 4.20-03 5.26-03 7.09-03 9.94-03 1.02-02
  80   3 0.00+00 1.09-02 7.39-03 4.15-03 2.71-03 1.80-03 1.02-03 6.35-04 3.80-04 0.00+00
  81   3 1.40+11 6.11-03 4.81-03 3.72-03 3.47-03 3.73-03 5.06-03 7.09-03 1.02-02 1.08-02
  82   3 6.21+10 8.60-03 6.43-03 4.41-03 3.67-03 3.51-03 4.21-03 5.58-03 7.78-03 7.99-03
  83   3 1.30+11 2.18-03 1.64-03 1.21-03 1.09-03 1.15-03 1.55-03 2.17-03 3.12-03 3.29-03
  84   3 0.00+00 2.19-04 1.32-04 6.58-05 3.96-05 2.46-05 1.35-05 8.43-06 5.10-06 0.00+00
  85   3 0.00+00 9.30-04 6.62-04 4.50-04 3.71-04 3.33-04 3.18-04 3.20-04 3.26-04 0.00+00
  86   3 0.00+00 4.58-04 3.45-04 2.52-04 2.03-04 1.59-04 1.05-04 7.01-05 4.37-05 0.00+00
  87   3 0.00+00 1.28-03 9.98-04 7.60-04 6.29-04 5.09-04 3.61-04 2.66-04 1.96-04 0.00+00
  88   3 0.00+00 3.88-03 2.97-03 2.21-03 1.80-03 1.42-03 9.43-04 6.31-04 3.94-04 0.00+00
